CANT_NAME,CANT_CODE,NUM,ORGAN_ID,REG_AUTHORITY,ID
西岗区,210203000,55,210200000,0,01086F23D62C5079E0630D0EA8C0D022
西岗区,210203000,18,210200000,1,01086F23D62D5079E0630D0EA8C0D022
西岗区,210203000,11,210200000,2,01086F23D62E5079E0630D0EA8C0D022
沙河口区,210204000,58,210200000,0,01086F23D62F5079E0630D0EA8C0D022
沙河口区,210204000,48,210200000,1,01086F23D6305079E0630D0EA8C0D022
沙河口区,210204000,25,210200000,2,01086F23D6315079E0630D0EA8C0D022
甘井子区,210211000,61,210200000,0,01086F23D6325079E0630D0EA8C0D022
甘井子区,210211000,51,210200000,1,01086F23D6335079E0630D0EA8C0D022
甘井子区,210211000,30,210200000,2,01086F23D6345079E0630D0EA8C0D022
旅顺口区,210212000,84,210200000,0,01086F23D6355079E0630D0EA8C0D022
旅顺口区,210212000,32,210200000,1,01086F23D6365079E0630D0EA8C0D022
旅顺口区,210212000,6,210200000,2,01086F23D6375079E0630D0EA8C0D022
金州区,210213000,78,210200000,0,01086F23D6385079E0630D0EA8C0D022
金州区,210213000,50,210200000,1,01086F23D6395079E0630D0EA8C0D022
金州区,210213000,39,210200000,2,01086F23D63A5079E0630D0EA8C0D022
